haulID,survey,species,code,fishlength,fishnumber,densityabundance,densitybiomass,ship,year,haulno
GNSIntOT3/CIR/1998/8,GNSIntOT3,Ammodytidae,125516,23,2,48.62037259,1.835190018,CIR,1998,8
GNSIntOT3/CIR/1998/8,GNSIntOT3,Ammodytidae,125516,26,1,24.3101863,1.333116643,CIR,1998,8
GNSIntOT3/CIR/1998/8,GNSIntOT3,Ammodytidae,125516,22,1,24.3101863,0.801563763,CIR,1998,8
GNSIntOT3/CIR/1998/8,GNSIntOT3,Ammodytidae,125516,21,1,24.3101863,0.695913781,CIR,1998,8
GNSIntOT3/CIR/1998/9,GNSIntOT3,Ammodytidae,125516,21,1,13.28166693,0.380206673,CIR,1998,9
GNSIntOT3/DAN2/1998/9,GNSIntOT3,Ammodytidae,125516,17,1,14.47666343,0.218523008,DAN2,1998,9
GNSIntOT3/DAN2/1998/10,GNSIntOT3,Ammodytidae,125516,30,1,14.39930988,1.222456044,DAN2,1998,10
GNSIntOT3/DAN2/1998/12,GNSIntOT3,Ammodytidae,125516,20,9,134.2807381,3.314928525,DAN2,1998,12
GNSIntOT3/DAN2/1998/12,GNSIntOT3,Ammodytidae,125516,16,11,164.1209021,2.063226929,DAN2,1998,12
GNSIntOT3/DAN2/1998/12,GNSIntOT3,Ammodytidae,125516,17,9,134.2807381,2.026947086,DAN2,1998,12
GNSIntOT3/DAN2/1998/12,GNSIntOT3,Ammodytidae,125516,21,1,14.92008201,0.427108643,DAN2,1998,12
GNSIntOT3/DAN2/1998/12,GNSIntOT3,Ammodytidae,125516,19,8,119.3606561,2.522309071,DAN2,1998,12
GNSIntOT3/DAN2/1998/12,GNSIntOT3,Ammodytidae,125516,25,1,14.92008201,0.725962954,DAN2,1998,12
GNSIntOT3/DAN2/1998/12,GNSIntOT3,Ammodytidae,125516,18,12,179.0409841,3.212260484,DAN2,1998,12
GNSIntOT3/DAN2/1998/12,GNSIntOT3,Ammodytidae,125516,14,4,59.68032805,0.5020587,DAN2,1998,12
GNSIntOT3/DAN2/1998/12,GNSIntOT3,Ammodytidae,125516,23,1,14.92008201,0.563162808,DAN2,1998,12
GNSIntOT3/DAN2/1998/12,GNSIntOT3,Ammodytidae,125516,24,1,14.92008201,0.641061708,DAN2,1998,12
GNSIntOT3/CIR/1998/13,GNSIntOT3,Ammodytidae,125516,24,1,11.89906246,0.511259475,CIR,1998,13
GNSIntOT3/CIR/1998/13,GNSIntOT3,Ammodytidae,125516,27,2,23.79812491,1.464317291,CIR,1998,13
GNSIntOT3/CIR/1998/13,GNSIntOT3,Ammodytidae,125516,22,3,35.69718737,1.17701985,CIR,1998,13
GNSIntOT3/CIR/1998/13,GNSIntOT3,Ammodytidae,125516,28,1,11.89906246,0.818146793,CIR,1998,13
GNSIntOT3/CIR/1998/13,GNSIntOT3,Ammodytidae,125516,21,11,130.889687,3.746904113,CIR,1998,13
GNSIntOT3/CIR/1998/13,GNSIntOT3,Ammodytidae,125516,18,4,47.59624982,0.85394723,CIR,1998,13
GNSIntOT3/CIR/1998/13,GNSIntOT3,Ammodytidae,125516,20,29,345.0728112,8.518658158,CIR,1998,13
GNSIntOT3/CIR/1998/13,GNSIntOT3,Ammodytidae,125516,19,23,273.6784365,5.783326143,CIR,1998,13
GNSIntOT3/CIR/1998/13,GNSIntOT3,Ammodytidae,125516,25,1,11.89906246,0.578969909,CIR,1998,13
GNSIntOT3/CIR/1998/13,GNSIntOT3,Ammodytidae,125516,23,2,23.79812491,0.898267104,CIR,1998,13
GNSIntOT3/DAN2/1998/13,GNSIntOT3,Ammodytidae,125516,16,1,15.13105289,0.19021828,DAN2,1998,13
GNSIntOT3/DAN2/1998/13,GNSIntOT3,Ammodytidae,125516,18,1,15.13105289,0.271473504,DAN2,1998,13
GNSIntOT3/DAN2/1998/13,GNSIntOT3,Ammodytidae,125516,25,1,15.13105289,0.736228115,DAN2,1998,13
GNSIntOT3/DAN2/1998/14,GNSIntOT3,Ammodytidae,125516,17,6,88.38030146,1.334087056,DAN2,1998,14
GNSIntOT3/DAN2/1998/14,GNSIntOT3,Ammodytidae,125516,27,1,14.73005024,0.906351545,DAN2,1998,14
GNSIntOT3/DAN2/1998/14,GNSIntOT3,Ammodytidae,125516,19,3,44.19015073,0.933818745,DAN2,1998,14
GNSIntOT3/DAN2/1998/14,GNSIntOT3,Ammodytidae,125516,16,8,117.8404019,1.481416976,DAN2,1998,14
GNSIntOT3/DAN2/1998/14,GNSIntOT3,Ammodytidae,125516,33,1,14.73005024,1.674050385,DAN2,1998,14
GNSIntOT3/DAN2/1998/14,GNSIntOT3,Ammodytidae,125516,30,3,44.19015073,3.751604578,DAN2,1998,14
GNSIntOT3/DAN2/1998/14,GNSIntOT3,Ammodytidae,125516,28,1,14.73005024,1.012797723,DAN2,1998,14
GNSIntOT3/DAN2/1998/14,GNSIntOT3,Ammodytidae,125516,18,6,88.38030146,1.585673534,DAN2,1998,14
GNSIntOT3/DAN2/1998/14,GNSIntOT3,Ammodytidae,125516,32,1,14.73005024,1.523528847,DAN2,1998,14
GNSIntOT3/DAN2/1998/14,GNSIntOT3,Ammodytidae,125516,20,3,44.19015073,1.090902487,DAN2,1998,14
GNSIntOT3/DAN2/1998/14,GNSIntOT3,Ammodytidae,125516,22,2,29.46010049,0.971368492,DAN2,1998,14
GNSIntOT3/DAN2/1998/14,GNSIntOT3,Ammodytidae,125516,15,2,29.46010049,0.304932172,DAN2,1998,14
GNSIntOT3/DAN2/1998/14,GNSIntOT3,Ammodytidae,125516,21,2,29.46010049,0.843337426,DAN2,1998,14
GNSIntOT3/DAN2/1998/14,GNSIntOT3,Ammodytidae,125516,23,2,29.46010049,1.111980009,DAN2,1998,14
GNSIntOT3/DAN2/1998/14,GNSIntOT3,Ammodytidae,125516,31,1,14.73005024,1.382464381,DAN2,1998,14
GNSIntOT3/DAN2/1998/15,GNSIntOT3,Ammodytidae,125516,16,1,13.5643831,0.170523072,DAN2,1998,15
GNSIntOT3/DAN2/1998/15,GNSIntOT3,Ammodytidae,125516,30,1,13.5643831,1.151573391,DAN2,1998,15
GNSIntOT3/DAN2/1998/15,GNSIntOT3,Ammodytidae,125516,21,1,13.5643831,0.388299827,DAN2,1998,15
GNSIntOT3/DAN2/1998/16,GNSIntOT3,Ammodytidae,125516,18,1,13.22041015,0.237193743,DAN2,1998,16
GNSIntOT3/DAN2/1998/16,GNSIntOT3,Ammodytidae,125516,13,1,13.22041015,0.089060549,DAN2,1998,16
GNSIntOT3/DAN2/1998/17,GNSIntOT3,Ammodytidae,125516,15,1,14.3250629,0.14827419,DAN2,1998,17
GNSIntOT3/DAN2/1998/17,GNSIntOT3,Ammodytidae,125516,20,2,28.6501258,0.707272842,DAN2,1998,17
GNSIntOT3/DAN2/1998/17,GNSIntOT3,Ammodytidae,125516,26,2,28.6501258,1.57110929,DAN2,1998,17
GNSIntOT3/DAN2/1998/17,GNSIntOT3,Ammodytidae,125516,25,1,14.3250629,0.697011248,DAN2,1998,17
GNSIntOT3/DAN2/1998/17,GNSIntOT3,Ammodytidae,125516,18,1,14.3250629,0.257012849,DAN2,1998,17
GNSIntOT3/DAN2/1998/17,GNSIntOT3,Ammodytidae,125516,23,2,28.6501258,1.08140728,DAN2,1998,17
GNSIntOT3/DAN2/1998/18,GNSIntOT3,Ammodytidae,125516,26,3,46.10323102,2.52819883,DAN2,1998,18
GNSIntOT3/DAN2/1998/18,GNSIntOT3,Ammodytidae,125516,24,4,61.4709747,2.641184412,DAN2,1998,18
GNSIntOT3/DAN2/1998/18,GNSIntOT3,Ammodytidae,125516,12,11,169.0451804,0.89646131,DAN2,1998,18
GNSIntOT3/DAN2/1998/18,GNSIntOT3,Ammodytidae,125516,17,2,30.73548735,0.463947454,DAN2,1998,18
GNSIntOT3/DAN2/1998/18,GNSIntOT3,Ammodytidae,125516,15,6,92.20646205,0.954399891,DAN2,1998,18
GNSIntOT3/DAN2/1998/18,GNSIntOT3,Ammodytidae,125516,27,2,30.73548735,1.891178643,DAN2,1998,18
GNSIntOT3/DAN2/1998/18,GNSIntOT3,Ammodytidae,125516,14,7,107.5742057,0.904964294,DAN2,1998,18
GNSIntOT3/DAN2/1998/18,GNSIntOT3,Ammodytidae,125516,13,25,384.1935919,2.588156633,DAN2,1998,18
GNSIntOT3/DAN2/1998/18,GNSIntOT3,Ammodytidae,125516,20,5,76.83871837,1.896883075,DAN2,1998,18
GNSIntOT3/DAN2/1998/18,GNSIntOT3,Ammodytidae,125516,23,3,46.10323102,1.740179782,DAN2,1998,18
GNSIntOT3/DAN2/1998/18,GNSIntOT3,Ammodytidae,125516,28,1,15.36774367,1.056643769,DAN2,1998,18
GNSIntOT3/DAN2/1998/18,GNSIntOT3,Ammodytidae,125516,21,1,15.36774367,0.439923598,DAN2,1998,18
GNSIntOT3/DAN2/1998/18,GNSIntOT3,Ammodytidae,125516,16,1,15.36774367,0.193193811,DAN2,1998,18
GNSIntOT3/DAN2/1998/18,GNSIntOT3,Ammodytidae,125516,22,1,15.36774367,0.506710491,DAN2,1998,18
GNSIntOT3/DAN2/1998/18,GNSIntOT3,Ammodytidae,125516,18,2,30.73548735,0.551440174,DAN2,1998,18
GNSIntOT3/DAN2/1998/18,GNSIntOT3,Ammodytidae,125516,25,3,46.10323102,2.243234169,DAN2,1998,18
GNSIntOT3/DAN2/1998/19,GNSIntOT3,Ammodytidae,125516,16,27,426.2248763,5.358236709,DAN2,1998,19
GNSIntOT3/DAN2/1998/19,GNSIntOT3,Ammodytidae,125516,29,2,31.57221306,2.416496931,DAN2,1998,19
GNSIntOT3/DAN2/1998/19,GNSIntOT3,Ammodytidae,125516,13,48,757.7331134,5.104541109,DAN2,1998,19
GNSIntOT3/DAN2/1998/19,GNSIntOT3,Ammodytidae,125516,20,13,205.2193849,5.066159171,DAN2,1998,19
GNSIntOT3/DAN2/1998/19,GNSIntOT3,Ammodytidae,125516,21,24,378.8665567,10.84559595,DAN2,1998,19
GNSIntOT3/DAN2/1998/19,GNSIntOT3,Ammodytidae,125516,14,32,505.1554089,4.249602448,DAN2,1998,19
GNSIntOT3/DAN2/1998/19,GNSIntOT3,Ammodytidae,125516,23,11,173.6471718,6.554362696,DAN2,1998,19
GNSIntOT3/DAN2/1998/19,GNSIntOT3,Ammodytidae,125516,15,21,331.5082371,3.431336789,DAN2,1998,19
GNSIntOT3/DAN2/1998/19,GNSIntOT3,Ammodytidae,125516,18,24,378.8665567,6.797427276,DAN2,1998,19
GNSIntOT3/DAN2/1998/19,GNSIntOT3,Ammodytidae,125516,17,32,505.1554089,7.625243194,DAN2,1998,19
GNSIntOT3/DAN2/1998/19,GNSIntOT3,Ammodytidae,125516,22,41,647.2303677,21.34070066,DAN2,1998,19
GNSIntOT3/DAN2/1998/19,GNSIntOT3,Ammodytidae,125516,25,27,426.2248763,20.73872449,DAN2,1998,19
GNSIntOT3/DAN2/1998/19,GNSIntOT3,Ammodytidae,125516,12,83,1310.246842,6.948353082,DAN2,1998,19
GNSIntOT3/DAN2/1998/19,GNSIntOT3,Ammodytidae,125516,28,5,78.93053265,5.427046238,DAN2,1998,19
GNSIntOT3/DAN2/1998/19,GNSIntOT3,Ammodytidae,125516,24,19,299.9360241,12.88716106,DAN2,1998,19
GNSIntOT3/DAN2/1998/19,GNSIntOT3,Ammodytidae,125516,11,19,299.9360241,1.227373518,DAN2,1998,19
GNSIntOT3/DAN2/1998/19,GNSIntOT3,Ammodytidae,125516,19,27,426.2248763,9.006911548,DAN2,1998,19
GNSIntOT3/DAN2/1998/19,GNSIntOT3,Ammodytidae,125516,26,22,347.2943437,19.04485074,DAN2,1998,19
GNSIntOT3/DAN2/1998/20,GNSIntOT3,Ammodytidae,125516,29,1,15.24582361,1.1668959,DAN2,1998,20
GNSIntOT3/DAN2/1998/20,GNSIntOT3,Ammodytidae,125516,17,13,198.195707,2.99173371,DAN2,1998,20
GNSIntOT3/DAN2/1998/20,GNSIntOT3,Ammodytidae,125516,13,27,411.6372376,2.773033359,DAN2,1998,20
GNSIntOT3/DAN2/1998/20,GNSIntOT3,Ammodytidae,125516,14,7,106.7207653,0.897784756,DAN2,1998,20
GNSIntOT3/DAN2/1998/20,GNSIntOT3,Ammodytidae,125516,20,9,137.2124125,3.38730146,DAN2,1998,20
GNSIntOT3/DAN2/1998/20,GNSIntOT3,Ammodytidae,125516,25,7,106.7207653,5.192687409,DAN2,1998,20
GNSIntOT3/DAN2/1998/20,GNSIntOT3,Ammodytidae,125516,15,6,91.47494168,0.946828155,DAN2,1998,20
GNSIntOT3/DAN2/1998/20,GNSIntOT3,Ammodytidae,125516,12,21,320.1622959,1.69784853,DAN2,1998,20
GNSIntOT3/DAN2/1998/20,GNSIntOT3,Ammodytidae,125516,24,16,243.9331778,10.48092226,DAN2,1998,20
GNSIntOT3/DAN2/1998/20,GNSIntOT3,Ammodytidae,125516,16,11,167.7040597,2.10827218,DAN2,1998,20
GNSIntOT3/DAN2/1998/20,GNSIntOT3,Ammodytidae,125516,23,7,106.7207653,4.028206136,DAN2,1998,20
GNSIntOT3/DAN2/1998/20,GNSIntOT3,Ammodytidae,125516,22,3,45.73747084,1.508071504,DAN2,1998,20
GNSIntOT3/DAN2/1998/20,GNSIntOT3,Ammodytidae,125516,18,9,137.2124125,2.461793945,DAN2,1998,20
GNSIntOT3/DAN2/1998/20,GNSIntOT3,Ammodytidae,125516,11,6,91.47494168,0.374326229,DAN2,1998,20
GNSIntOT3/DAN2/1998/20,GNSIntOT3,Ammodytidae,125516,26,6,91.47494168,5.016282708,DAN2,1998,20
GNSIntOT3/DAN2/1998/20,GNSIntOT3,Ammodytidae,125516,19,4,60.98329445,1.2886886,DAN2,1998,20
GNSIntOT3/DAN2/1998/23,GNSIntOT3,Ammodytidae,125516,28,3,41.97984626,2.886418716,DAN2,1998,23
GNSIntOT3/DAN2/1998/23,GNSIntOT3,Ammodytidae,125516,27,1,13.99328209,0.861017622,DAN2,1998,23
GNSIntOT3/DAN2/1998/23,GNSIntOT3,Ammodytidae,125516,32,1,13.99328209,1.447324929,DAN2,1998,23
GNSIntOT3/DAN2/1998/23,GNSIntOT3,Ammodytidae,125516,25,6,83.95969251,4.085207194,DAN2,1998,23
GNSIntOT3/DAN2/1998/23,GNSIntOT3,Ammodytidae,125516,29,1,13.99328209,1.071027968,DAN2,1998,23
GNSIntOT3/DAN2/1998/23,GNSIntOT3,Ammodytidae,125516,24,9,125.9395388,5.411164348,DAN2,1998,23
GNSIntOT3/DAN2/1998/23,GNSIntOT3,Ammodytidae,125516,23,6,83.95969251,3.169082864,DAN2,1998,23
GNSIntOT3/DAN2/1998/23,GNSIntOT3,Ammodytidae,125516,26,8,111.9462567,6.138884172,DAN2,1998,23
GNSIntOT3/DAN2/1998/23,GNSIntOT3,Ammodytidae,125516,21,3,41.97984626,1.201733018,DAN2,1998,23
GNSIntOT3/DAN2/1998/23,GNSIntOT3,Ammodytidae,125516,30,1,13.99328209,1.187985564,DAN2,1998,23
GNSIntOT3/DAN2/1998/23,GNSIntOT3,Ammodytidae,125516,22,6,83.95969251,2.768347647,DAN2,1998,23
GNSIntOT3/DAN2/1998/25,GNSIntOT3,Ammodytidae,125516,25,1,13.76586101,0.669802291,DAN2,1998,25
GNSIntOT3/CIR/1998/26,GNSIntOT3,Ammodytidae,125516,9,1,14.89213218,0.033646895,CIR,1998,26
GNSIntOT3/CIR/1998/26,GNSIntOT3,Ammodytidae,125516,8,1,14.89213218,0.023810568,CIR,1998,26
GNSIntOT3/DAN2/1998/26,GNSIntOT3,Ammodytidae,125516,23,4,52.72759339,1.990218255,DAN2,1998,26
GNSIntOT3/DAN2/1998/26,GNSIntOT3,Ammodytidae,125516,25,4,52.72759339,2.565554225,DAN2,1998,26
GNSIntOT3/CIR/1998/27,GNSIntOT3,Ammodytidae,125516,7,1,13.61023778,0.01474637,CIR,1998,27
GNSIntOT3/CIR/1998/28,GNSIntOT3,Ammodytidae,125516,21,81,940.4006833,26.92031182,CIR,1998,28
GNSIntOT3/CIR/1998/28,GNSIntOT3,Ammodytidae,125516,25,7,81.26919485,3.954296277,CIR,1998,28
GNSIntOT3/CIR/1998/28,GNSIntOT3,Ammodytidae,125516,18,7,81.26919485,1.458089747,CIR,1998,28
GNSIntOT3/CIR/1998/28,GNSIntOT3,Ammodytidae,125516,20,92,1068.109418,26.3679395,CIR,1998,28
GNSIntOT3/CIR/1998/28,GNSIntOT3,Ammodytidae,125516,23,4,46.43953992,1.752873858,CIR,1998,28
GNSIntOT3/CIR/1998/28,GNSIntOT3,Ammodytidae,125516,19,75,870.7413734,18.40035851,CIR,1998,28
GNSIntOT3/CIR/1998/28,GNSIntOT3,Ammodytidae,125516,22,13,150.9285047,4.976466188,CIR,1998,28
GNSIntOT3/CIR/1998/28,GNSIntOT3,Ammodytidae,125516,24,7,81.26919485,3.491841991,CIR,1998,28
GNSIntOT3/DAN2/1998/28,GNSIntOT3,Ammodytidae,125516,10,1,12.83874178,0.039595133,DAN2,1998,28
GNSIntOT3/DAN2/1998/28,GNSIntOT3,Ammodytidae,125516,16,1,12.83874178,0.161400757,DAN2,1998,28
GNSIntOT3/DAN2/1998/28,GNSIntOT3,Ammodytidae,125516,15,2,25.67748357,0.265779502,DAN2,1998,28
GNSIntOT3/DAN2/1998/28,GNSIntOT3,Ammodytidae,125516,25,3,38.51622535,1.874075002,DAN2,1998,28
GNSIntOT3/DAN2/1998/28,GNSIntOT3,Ammodytidae,125516,14,3,38.51622535,0.324016417,DAN2,1998,28
GNSIntOT3/DAN2/1998/28,GNSIntOT3,Ammodytidae,125516,29,1,12.83874178,0.982660926,DAN2,1998,28
GNSIntOT3/DAN2/1998/28,GNSIntOT3,Ammodytidae,125516,23,1,12.83874178,0.48460202,DAN2,1998,28
GNSIntOT3/DAN2/1998/28,GNSIntOT3,Ammodytidae,125516,26,1,12.83874178,0.704048095,DAN2,1998,28
GNSIntOT3/DAN2/1998/28,GNSIntOT3,Ammodytidae,125516,24,2,25.67748357,1.103268163,DAN2,1998,28
GNSIntOT3/CIR/1998/29,GNSIntOT3,Ammodytidae,125516,21,5,64.61503417,1.84969758,CIR,1998,29
GNSIntOT3/CIR/1998/29,GNSIntOT3,Ammodytidae,125516,20,9,116.3070615,2.871220409,CIR,1998,29
GNSIntOT3/CIR/1998/29,GNSIntOT3,Ammodytidae,125516,22,1,12.92300683,0.426101794,CIR,1998,29
GNSIntOT3/CIR/1998/29,GNSIntOT3,Ammodytidae,125516,19,4,51.69202734,1.092347124,CIR,1998,29
GNSIntOT3/CIR/1998/29,GNSIntOT3,Ammodytidae,125516,23,2,25.84601367,0.975565257,CIR,1998,29
GNSIntOT3/CIR/1998/29,GNSIntOT3,Ammodytidae,125516,18,3,38.7690205,0.69557366,CIR,1998,29
GNSIntOT3/DAN2/1998/32,GNSIntOT3,Ammodytidae,125516,20,1,13.61262269,0.336048728,DAN2,1998,32
GNSIntOT3/DAN2/1998/32,GNSIntOT3,Ammodytidae,125516,21,4,54.45049075,1.558723016,DAN2,1998,32
GNSIntOT3/DAN2/1998/32,GNSIntOT3,Ammodytidae,125516,22,1,13.61262269,0.448840043,DAN2,1998,32
GNSIntOT3/DAN2/1998/32,GNSIntOT3,Ammodytidae,125516,19,1,13.61262269,0.287659626,DAN2,1998,32
GNSIntOT3/DAN2/1998/33,GNSIntOT3,Ammodytidae,125516,21,161,2306.335127,66.02213491,DAN2,1998,33
GNSIntOT3/DAN2/1998/33,GNSIntOT3,Ammodytidae,125516,18,436,6245.727425,112.0576023,DAN2,1998,33
GNSIntOT3/DAN2/1998/33,GNSIntOT3,Ammodytidae,125516,23,16,229.2010064,8.651258242,DAN2,1998,33
GNSIntOT3/DAN2/1998/33,GNSIntOT3,Ammodytidae,125516,20,388,5558.124406,137.2109313,DAN2,1998,33
GNSIntOT3/DAN2/1998/33,GNSIntOT3,Ammodytidae,125516,26,16,229.2010064,12.56887432,DAN2,1998,33
GNSIntOT3/DAN2/1998/33,GNSIntOT3,Ammodytidae,125516,19,776,11116.24881,234.906678,DAN2,1998,33
GNSIntOT3/SCO3/1998/34,GNSIntOT3,Ammodytidae,125516,19,2,31.78235444,0.671619305,SCO3,1998,34
GNSIntOT3/SCO3/1998/34,GNSIntOT3,Ammodytidae,125516,20,2,31.78235444,0.784596769,SCO3,1998,34
GNSIntOT3/SCO3/1998/34,GNSIntOT3,Ammodytidae,125516,18,1,15.89117722,0.28511126,SCO3,1998,34
GNSIntOT3/DAN2/1998/36,GNSIntOT3,Ammodytidae,125516,22,10,135.643831,4.472494708,DAN2,1998,36
GNSIntOT3/DAN2/1998/36,GNSIntOT3,Ammodytidae,125516,21,12,162.7725972,4.659597926,DAN2,1998,36
GNSIntOT3/DAN2/1998/36,GNSIntOT3,Ammodytidae,125516,26,5,67.82191552,3.719203268,DAN2,1998,36
GNSIntOT3/DAN2/1998/36,GNSIntOT3,Ammodytidae,125516,24,2,27.12876621,1.165624505,DAN2,1998,36
GNSIntOT3/DAN2/1998/36,GNSIntOT3,Ammodytidae,125516,25,10,135.643831,6.599990279,DAN2,1998,36
GNSIntOT3/DAN2/1998/36,GNSIntOT3,Ammodytidae,125516,23,5,67.82191552,2.559957806,DAN2,1998,36
GNSIntOT3/CIR/1998/37,GNSIntOT3,Ammodytidae,125516,10,26,320.5739763,0.988661464,CIR,1998,37
GNSIntOT3/CIR/1998/37,GNSIntOT3,Ammodytidae,125516,11,17,209.6060614,0.857732677,CIR,1998,37
GNSIntOT3/CIR/1998/37,GNSIntOT3,Ammodytidae,125516,9,78,961.7219288,2.172889429,CIR,1998,37
GNSIntOT3/CIR/1998/37,GNSIntOT3,Ammodytidae,125516,25,1,12.32976832,0.599926664,CIR,1998,37
GNSIntOT3/CIR/1998/37,GNSIntOT3,Ammodytidae,125516,7,61,752.1158674,0.814899703,CIR,1998,37
GNSIntOT3/CIR/1998/37,GNSIntOT3,Ammodytidae,125516,12,5,61.64884159,0.326929174,CIR,1998,37
GNSIntOT3/CIR/1998/37,GNSIntOT3,Ammodytidae,125516,18,4,49.31907327,0.884857235,CIR,1998,37
GNSIntOT3/CIR/1998/37,GNSIntOT3,Ammodytidae,125516,8,130,1602.869881,2.562778885,CIR,1998,37
GNSIntOT3/CIR/1998/37,GNSIntOT3,Ammodytidae,125516,19,1,12.32976832,0.260550566,CIR,1998,37
GNSIntOT3/CIR/1998/37,GNSIntOT3,Ammodytidae,125516,6,13,160.2869881,0.111302519,CIR,1998,37
GNSIntOT3/CIR/1998/38,GNSIntOT3,Ammodytidae,125516,10,2,22.54970741,0.069544094,CIR,1998,38
GNSIntOT3/CIR/1998/38,GNSIntOT3,Ammodytidae,125516,19,1,11.27485371,0.23825829,CIR,1998,38
GNSIntOT3/CIR/1998/38,GNSIntOT3,Ammodytidae,125516,9,4,45.09941482,0.101896441,CIR,1998,38
GNSIntOT3/CIR/1998/38,GNSIntOT3,Ammodytidae,125516,8,6,67.64912224,0.108162081,CIR,1998,38
GNSIntOT3/CIR/1998/39,GNSIntOT3,Ammodytidae,125516,17,1,13.83464853,0.208831891,CIR,1998,39
GNSIntOT3/DAN2/1998/39,GNSIntOT3,Ammodytidae,125516,27,1,13.47174022,0.828926742,DAN2,1998,39
GNSIntOT3/DAN2/1998/41,GNSIntOT3,Ammodytidae,125516,13,4,53.53522967,0.360645161,DAN2,1998,41
GNSIntOT3/DAN2/1998/41,GNSIntOT3,Ammodytidae,125516,17,2,26.76761484,0.404053029,DAN2,1998,41
GNSIntOT3/DAN2/1998/41,GNSIntOT3,Ammodytidae,125516,7,51,682.5741783,0.739552932,DAN2,1998,41
GNSIntOT3/DAN2/1998/41,GNSIntOT3,Ammodytidae,125516,8,17,227.5247261,0.36378222,DAN2,1998,41
GNSIntOT3/DAN2/1998/41,GNSIntOT3,Ammodytidae,125516,16,2,26.76761484,0.336505972,DAN2,1998,41
GNSIntOT3/DAN2/1998/41,GNSIntOT3,Ammodytidae,125516,10,12,160.605689,0.495313617,DAN2,1998,41
GNSIntOT3/DAN2/1998/41,GNSIntOT3,Ammodytidae,125516,6,7,93.68665193,0.065055564,DAN2,1998,41
GNSIntOT3/DAN2/1998/42,GNSIntOT3,Ammodytidae,125516,16,866,11351.01716,142.6979986,DAN2,1998,42
GNSIntOT3/DAN2/1998/42,GNSIntOT3,Ammodytidae,125516,35,1,13.10741011,1.783917391,DAN2,1998,42
GNSIntOT3/DAN2/1998/42,GNSIntOT3,Ammodytidae,125516,17,1002,13133.62494,198.2500482,DAN2,1998,42
GNSIntOT3/DAN2/1998/42,GNSIntOT3,Ammodytidae,125516,13,27,353.9000731,2.384081466,DAN2,1998,42
GNSIntOT3/DAN2/1998/42,GNSIntOT3,Ammodytidae,125516,19,135,1769.500366,37.39278058,DAN2,1998,42
GNSIntOT3/DAN2/1998/42,GNSIntOT3,Ammodytidae,125516,14,81,1061.700219,8.931516462,DAN2,1998,42
GNSIntOT3/DAN2/1998/42,GNSIntOT3,Ammodytidae,125516,15,298,3906.008214,40.42985417,DAN2,1998,42
GNSIntOT3/DAN2/1998/42,GNSIntOT3,Ammodytidae,125516,18,541,7091.108872,127.2249978,DAN2,1998,42
GNSIntOT3/DAN2/1998/42,GNSIntOT3,Ammodytidae,125516,12,27,353.9000731,1.8767629,DAN2,1998,42
GNSIntOT3/DAN2/1998/42,GNSIntOT3,Ammodytidae,125516,30,1,13.10741011,1.112777824,DAN2,1998,42
